date,sma_10,sma_20,sma_50,sma_100,sma_200,ema_12,ema_26,rsi_14,macd,macd_signal,macd_hist
2019-09-30,391.082,388.1765,378.995,365.73650000000004,331.23614999999995,389.36999312970875,386.16512823049794,55.53525173883335,3.204864899210804,3.797964821879754,-0.5930999226689497
2019-10-01,390.103,388.15150000000006,379.52619999999996,366.18480000000005,331.69595000000004,388.5730711097536,386.01882243564626,48.02779239784508,2.5542486741073276,3.549221592325269,-0.9949729182179414
2019-10-02,388.21500000000003,387.6055,379.93339999999995,366.5529,332.14824999999996,386.9710601697915,385.4366874404132,41.779624757382685,1.5343727293782763,3.1462518197358706,-1.6118790903575944
2019-10-03,386.87800000000004,387.351,380.1566,366.99980000000005,332.6524,385.9078201436697,385.0384142966789,44.24109862261788,0.8694058469907873,2.690882625186854,-1.8214767781960668
2019-10-04,386.548,387.2705,380.44919999999996,367.48760000000004,333.17979999999994,385.76046319848973,385.0318650895175,50.08967985039507,0.7285981089722213,2.2984257219439272,-1.569827612971706
2019-10-07,386.159,387.449,380.7356,367.9839,333.72890000000007,385.45577655256824,384.93913434214585,48.77153118508605,0.5166422104223898,1.94206901963962,-1.4254268092172302
2019-10-08,385.454,387.489,380.9856,368.4112,334.31305,384.94258015986543,384.73030957606096,46.88628165952258,0.21227058380446806,1.5961093324725897,-1.3838387486681216
2019-10-09,384.87199999999996,387.642,381.35799999999995,368.8774000000001,334.95335,384.8914139814246,384.72139775561203,50.00789978892926,0.17001622581256015,1.3108907111405839,-1.1408744853280237
2019-10-10,384.26800000000003,387.6545,381.85220000000004,369.3261,335.66164999999995,385.19735029197466,384.88129421815927,52.73513552222721,0.316056073815389,1.1119237836755451,-0.7958677098601561
2019-10-11,383.628,387.485,382.2198,369.70130000000006,336.31089999999995,384.623911785517,384.6286057575549,46.2582452187792,-0.004693972037898675,0.8886002325328565,-0.8932942045707551
2019-10-14,382.883,386.9825,382.63380000000006,370.11440000000005,336.925,384.31407920312984,384.4790794051434,47.71548764436985,-0.16500020201357302,0.6778801456235706,-0.8428803476371436
2019-10-15,382.739,386.421,383.12020000000007,370.5412,337.5324499999999,384.07345163341756,384.3509994492069,47.9023174819403,-0.277547815789319,0.48679455334099264,-0.7643423691303116
2019-10-16,383.207,385.71099999999996,383.4414,370.9818,338.13745,383.88368984366105,384.23907356408046,48.030880981688405,-0.355383720419411,0.3183588985889119,-0.6737426190083229
2019-10-17,382.90700000000004,384.89250000000004,383.59659999999997,371.37350000000004,338.69910000000004,382.83389140617476,383.70729033711154,41.028373324984784,-0.8733989309367871,0.08000733268377211,-0.9534062636205592
2019-10-18,381.65999999999997,384.104,383.5028,371.70489999999995,339.2711,381.240985035994,382.87563920102923,36.48880085117746,-1.634654165035215,-0.26292496686002537,-1.3717291981751898
2019-10-21,380.687,383.423,383.4436,372.0258,339.81615,380.1346796458411,382.2218881491011,38.98117563708431,-2.087208503260001,-0.6277816741400206,-1.4594268291199806
2019-10-22,379.843,382.6485,383.393,372.3772,340.34415,379.1416520080194,381.58915569361216,38.59676035457593,-2.4475036855927783,-0.9917260764305722,-1.455777609162206
2019-10-23,378.691,381.7815,383.3104,372.6624,340.86025,378.21062862217025,380.9595886051964,37.954015784033686,-2.748959983026168,-1.3431728577496915,-1.4057871252764766
2019-10-24,377.477,380.8725,383.4264,372.9163,341.38125,377.676685757221,380.49887833814483,40.917242858255065,-2.822192580923854,-1.6389768023845241,-1.18321577853933
2019-10-25,376.403,380.0155,383.3718,373.0966,341.84740000000005,376.60796487149463,379.7752577205045,36.3710095201842,-3.1672928490098684,-1.944640011709593,-1.2226528373002754
2019-10-28,375.326,379.10450000000003,383.2686,373.28979999999996,342.31795000000005,375.87443181434156,379.18746085231896,38.41092571849763,-3.313029037977401,-2.2183178169631548,-1.0947112210142462
2019-10-29,374.161,378.45,383.08119999999997,373.4485000000001,342.78589999999997,375.1399038429044,378.5883896780731,37.54670913396448,-3.4484858351686967,-2.464351420604263,-0.9841344145644335
