date,sma_10,sma_20,sma_50,sma_100,sma_200,ema_12,ema_26,rsi_14,macd,macd_signal,macd_hist
2020-03-04,260.407,266.66700000000003,256.5392,239.5743,221.548,261.2370606941505,261.5870238957204,54.96124214406904,-0.34996320156989214,1.760408758485812,-2.110371960055704
2020-03-05,257.781,266.0805,256.8286,239.9899,221.88719999999998,259.9098205873581,260.92205916270404,45.5550128325793,-1.0122385753459184,1.2058792917194658,-2.2181178670653843
2020-03-06,254.445,264.6035,256.8568,240.2336,222.141,256.6113866508415,259.25894366917043,39.490403324025316,-2.647557018328939,0.4351920297097849,-3.082749048038724
2020-03-09,248.904,261.771,256.3102,240.19740000000002,222.2459,249.57117331994283,255.67309598997264,30.850827278072217,-6.101922670029808,-0.8722309102381336,-5.229691759791674
2020-03-10,245.66099999999997,259.7295,256.08099999999996,240.28650000000002,222.4609,246.1909928091824,253.59360739812283,39.495775243028426,-7.402614588940423,-2.1783076459785917,-5.224306942961832
2020-03-11,240.686,256.743,255.52020000000002,240.2276,222.59169999999997,240.81699391546204,250.4577846278915,34.910612195352,-9.640790712429464,-3.6708042592687664,-5.969986453160697
2020-03-12,235.613,252.7395,254.6338,239.9733,222.62145,233.51284100539095,246.22683761841805,30.701126069611405,-12.713996613027092,-5.479442730020432,-7.23455388300666
2020-03-13,232.91699999999997,249.7545,254.14700000000002,239.931,222.75565000000003,230.36778854302312,243.7707755726093,39.369480675874236,-13.402987029586171,-7.064151589933581,-6.33883543965259
2020-03-16,225.50499999999997,245.13300000000004,253.02059999999997,239.5921,222.74615000000003,223.4496672287119,239.44701441908268,33.11365826736221,-15.997347190370789,-8.850790710021023,-7.146556480349766
2020-03-17,220.427,241.2035,252.24,239.481,222.84220000000002,220.16356457814084,236.6798281658173,39.37161539099597,-16.516263587676463,-10.383885285552111,-6.132378302124351
2020-03-18,210.904,235.6555,250.8896,239.10479999999998,222.8089,213.11532387381146,232.06280385723824,33.72395643824271,-18.947479983426774,-12.096604225127045,-6.850875758299729
2020-03-19,203.43400000000003,230.6075,249.62779999999998,238.7281,222.77415000000002,207.6991202009174,228.05148505299837,35.01233760929435,-20.352364852080967,-13.747756350517829,-6.604608501563138
2020-03-20,197.167,225.80599999999998,248.2314,238.32600000000002,222.71895,202.7915632469301,224.18100467870218,34.58322583039998,-21.38944143177207,-15.276093366768677,-6.113348065003393
2020-03-23,192.591,220.7475,246.5562,237.81400000000002,222.59985,196.9913227474024,219.80389322102053,32.41180385232582,-22.812570473618138,-16.78338878813857,-6.029181685479568
2020-03-24,189.406,217.5335,245.51059999999998,237.5675,222.62905000000003,196.8003500170328,218.0221233527968,43.373247331251655,-21.221773335764,-17.671065697663657,-3.5507076381003415
2020-03-25,188.993,214.8395,244.6234,237.4564,222.70495,198.38952693748928,217.21529940073776,46.820670121814764,-18.825772463248484,-17.90200705078062,-0.923765412467862
2020-03-26,192.092,213.85250000000002,244.1214,237.4928,222.87720000000002,202.38036894710632,217.74231425994236,51.61526710018102,-15.361945312836042,-17.393994703191705,2.032049390355663
2020-03-27,192.804,212.8605,243.46460000000002,237.48969999999997,223.02405000000002,205.12031218601305,217.92362431476147,50.43654572369388,-12.803312128748416,-16.47585818830305,3.6725460595546338
2020-03-30,196.48600000000002,210.9955,242.78799999999998,237.53189999999998,223.17335,207.7510333881649,218.24187436551986,51.02711258191824,-10.490840977354964,-15.278854746113435,4.788013768758471
2020-03-31,197.427,208.927,241.86540000000002,237.5163,223.26934999999997,208.3277974822934,217.74247626437023,47.78881191529175,-9.414678782076834,-14.106019553306115,4.691340771229282
2020-04-01,199.747,205.3255,240.68959999999998,237.3338,223.298,206.6696747927098,216.24673728182427,43.88576349446348,-9.577062489114468,-13.200228140467788,3.62316565135332
2020-04-02,202.628,203.031,239.6746,237.21830000000003,223.3614,206.6774171322929,215.54105303872615,46.95280692407682,-8.863635906433245,-12.33290969366088,3.4692737872276354
2020-04-03,205.927,201.547,238.70860000000002,237.12490000000003,223.42505,207.00242988117094,215.04097503585754,47.64841149096283,-8.038545154686602,-11.474036785866025,3.4354916311794224
2020-04-06,212.334,202.4625,238.1794,237.23600000000002,223.5841,210.41128682252923,216.08682873690512,54.0358226736272,-5.675541914375884,-10.314337811567997,4.638795897192113
2020-04-07,215.63000000000002,202.518,237.6512,237.34850000000003,223.75484999999998,213.22647346521703,217.02187846009733,53.879427211205844,-3.7954049948803004,-9.010551248230458,5.215146253350158
2020-04-08,217.56900000000002,203.281,236.97780000000003,237.4263,223.91190000000003,215.27163139364518,217.72544301860862,53.07433938014801,-2.4538116249634356,-7.699203323577054,5.245391698613618
2020-04-09,219.304,205.698,236.59799999999998,237.6545,224.15135,219.3344573330844,219.49985464685983,57.77763832422628,-0.1653973137754292,-6.192442121616729,6.0270448078413
2020-04-13,220.394,206.59900000000002,235.94359999999998,237.76390000000004,224.33735000000001,221.1430023587637,220.35838393227763,53.72662917446355,0.7846184264860767,-4.797030011996168,5.581648438482245
2020-04-14,221.948,209.217,235.563,237.92770000000002,224.5495,223.69946353433852,221.64739252988667,55.82736435416646,2.0520710044518466,-3.427209808706565,5.479280813158412
2020-04-15,223.781,210.60399999999998,234.93939999999998,237.98730000000003,224.72209999999998,224.64262299059413,222.2535116017469,52.76058980965553,2.389111388847226,-2.263945569195807,4.653056958043033
2020-04-16,227.49699999999999,213.62199999999999,234.2964,238.09529999999998,224.90400000000002,226.19145022281043,223.17621444606195,54.41995063902988,3.015235776748483,-1.208109300006949,4.223345076755432
2020-04-17,230.76100000000002,216.6945,233.79679999999996,238.2475,225.0995,228.21738095776266,224.3750133759833,56.005756560850564,3.8423675817793708,-0.19801392364968495,4.040381505429056
2020-04-20,233.82900000000004,219.87800000000001,233.22600000000003,238.4127,225.2838,229.94855311810687,225.49316053331785,56.0447158255785,4.455392584789024,0.7326673780380568,3.722725206750967
2020-04-21,233.73899999999998,223.0365,232.44120000000004,238.4379,225.41795,229.6887757153212,225.69811160492392,51.08032295210542,3.99066411039729,1.3842667245099036,2.6063973858873863
2020-04-22,234.85099999999997,225.24049999999997,231.8692,238.56889999999999,225.62919999999997,231.24896406681026,226.74491815270733,55.46507120839999,4.504045914102932,2.008222562428509,2.4958233516744226
2020-04-23,236.19899999999998,226.88399999999996,231.24940000000004,238.7036,225.83895,232.595277287301,227.7267760673216,55.52814465697422,4.868501219979407,2.580278293938689,2.2882229260407185
2020-04-24,236.55100000000002,227.9275,230.6852,238.8889,226.0661,234.53446539694698,229.02108895122367,57.510434738087845,5.51337644572331,3.166897924295613,2.346478521427697
2020-04-27,238.898,229.64600000000002,230.32100000000003,239.1825,226.3306,237.61531687433978,230.91286014002193,60.88975737942934,6.702456734317849,3.8740096863000604,2.8284470480177886
2020-04-28,240.325,231.13649999999998,229.805,239.4548,226.56419999999997,239.83296043213366,232.47709272224253,59.51197356325351,7.355867709891129,4.570381291018275,2.7854864188728543
2020-04-29,242.84,233.3105,229.291,239.7366,226.8141,242.1632742118054,234.14397474281716,60.63059181232423,8.019299468988237,5.260164926612267,2.7591345423759694
2020-04-30,243.75900000000001,235.628,228.46280000000002,239.882,227.00869999999998,242.43046279460458,234.86664328038626,54.53604573031906,7.5638195142183235,5.720895844133478,1.8429236700848453
2020-05-01,244.007,237.38400000000001,227.72220000000002,239.9827,227.20405,242.33962236466542,235.38318822257986,53.460097325033466,6.9564341420855555,5.968003503723894,0.9884306383616615
2020-05-04,244.599,239.21400000000003,227.1934,240.1311,227.40965,242.80891123163997,236.12443353942578,55.103945827967216,6.6844776922141875,6.1112983414219535,0.573179350792234
2020-05-05,246.82,240.2795,226.87759999999997,240.32530000000003,227.65755000000001,243.98754027292614,237.1870680920609,57.42158515363306,6.800472180865228,6.249133109310608,0.5513390715546196
2020-05-06,246.98600000000002,240.9185,226.5068,240.4077,227.85365,243.60330330786059,237.5058037889453,52.28351787205141,6.097499518915299,6.2188063912315465,-0.12130687231624737
2020-05-07,247.75500000000002,241.977,226.24040000000002,240.5413,228.07885000000002,244.23202587588202,238.26018869346788,55.260111471604745,5.971837182414134,6.169412549468065,-0.19757536705393086
2020-05-08,248.41,242.48049999999998,226.394,240.70800000000003,228.32245000000003,245.38863727959247,239.25943397543324,57.145357478936596,6.129203304159233,6.161370700406299,-0.03216739624706566
2020-05-11,248.26,243.579,226.6546,240.87759999999997,228.58345,246.56884692888593,240.28169812540116,57.76378396317762,6.287148803484769,6.186526321021993,0.10062248246277594
2020-05-12,248.10600000000005,244.21550000000002,226.47400000000002,241.0289,228.81889999999999,247.17210124751887,241.0378686346307,56.05475595362617,6.134232612888155,6.176067579395226,-0.041834966507070526
2020-05-13,247.38000000000002,245.10999999999999,226.371,241.14129999999997,229.05015,247.2563933632852,241.53284132836177,54.19364097500909,5.723552034923443,6.085564470500869,-0.3620124355774257
2020-05-14,248.377,246.06800000000004,226.0568,241.298,229.30830000000003,248.27387130739518,242.44670493366831,57.562555497846446,5.827166373726868,6.03388485114607,-0.20671847741920146
2020-05-15,249.32399999999998,246.66549999999998,226.03080000000003,241.42969999999997,229.49314999999999,248.7409680293344,243.10324530895213,55.7253138759596,5.637722720382271,5.95465242499331,-0.31692970461103886
2020-05-18,250.766,247.68249999999998,226.45759999999999,241.65720000000002,229.71195,250.4438960248214,244.3407826934742,60.260660622167634,6.103113331347203,5.98434460626409,0.11876872508311287
2020-05-19,251.11099999999996,248.96550000000002,227.31900000000002,241.81459999999998,229.91005,250.97868125177197,245.05035434580947,55.98129861697969,5.928326905962507,5.973141066203774,-0.044814160241267054
2020-05-20,252.589,249.7875,227.8924,241.98669999999998,230.17794999999998,251.7927302899609,245.88143920908286,57.28466409801612,5.911291080878044,5.960771069138628,-0.04947998826058431
2020-05-21,253.19699999999997,250.47600000000003,228.74259999999998,242.13139999999999,230.41530000000003,252.0969256299669,246.46577704544708,55.40519032599096,5.631148584519821,5.894846572214867,-0.26369798769504627
2020-05-22,253.704,251.05699999999996,230.0122,242.32299999999998,230.65815000000003,252.82355245612584,247.2327565235621,57.248074711061406,5.590795932563736,5.83403644428464,-0.243240511720904
2020-05-26,254.368,251.314,230.9448,242.5459,230.8834,253.88146746287572,248.15625604033528,58.97220196229029,5.72521142254044,5.812271439935801,-0.08706001739536084
2020-05-27,255.19799999999995,251.65200000000004,232.41260000000003,242.7166,231.10670000000002,254.636626314741,248.94394077808823,58.17388511297623,5.6926855366527604,5.788354259279193,-0.09566872262643233
2020-05-28,256.90500000000003,252.1425,233.6666,242.9533,231.36785,256.19868380478084,250.11772294267428,61.841731605779586,6.080960862106565,5.846875579844667,0.23408528226189773
2020-05-29,258.259,253.31800000000004,235.52779999999998,243.20870000000002,231.63739999999999,257.9235016809684,251.39863235432804,63.35298388432873,6.524869326640356,5.982474329203805,0.542394997436551
2020-06-01,260.832,255.07800000000003,237.5104,243.5691,231.99005,260.8645014223579,253.29799292067412,68.31948188570037,7.5665085016837565,6.299281163699796,1.267227337983961
2020-06-02,262.495,256.6305,239.52320000000003,243.8773,232.3225,263.26073197276435,255.01221566729086,67.70383096108276,8.248516305473487,6.689128192054534,1.5593881134189527
2020-06-03,265.361,258.236,241.87300000000002,244.2146,232.66395,266.2329270538775,257.05427376601006,70.62141057595547,9.178653287867462,7.18703321121712,1.9916200766503422
2020-06-04,267.33700000000005,259.963,243.4786,244.49460000000002,232.95645000000002,267.7401690455887,258.459883116676,63.98120210816311,9.28028592891269,7.6056837547562335,1.6746021741564565
2020-06-05,269.929,261.563,244.9298,244.7766,233.27169999999998,269.5786045770366,260.03248436729257,65.9100423439987,9.546120209744004,7.993771045753788,1.5523491639902156
2020-06-08,272.428,263.06600000000003,246.0794,245.1004,233.58555,271.4603577190309,261.64563367341907,67.01199405995038,9.814724045611854,8.357961645725402,1.4567623998864523
2020-06-09,273.956,264.162,247.17520000000002,245.31990000000002,233.8766,272.0018411468723,262.6333645124251,60.254367867993395,9.368476634447234,8.560064643469769,0.808411990977465
2020-06-10,275.757,265.4775,248.2668,245.52740000000003,234.20860000000002,272.7400194319689,263.68274491891214,61.372200939864015,9.057274513056768,8.65950661738717,0.3977678956695989
2020-06-11,275.106,266.0055,249.2024,245.5339,234.43869999999998,270.5154010578198,263.2825415915853,46.91323575072034,7.232859466234515,8.374177187156638,-1.1413177209221228
2020-06-12,275.063,266.661,250.591,245.6403,234.70725000000002,269.9714932027706,263.55642739961604,52.56666693783316,6.415065803154562,7.982354910356223,-1.5672891072016615
2020-06-15,274.38,267.60600000000005,251.86079999999998,245.7677,234.9865,270.0081865561905,264.0492846292741,54.50384055532067,5.958901926916383,7.577664313668256,-1.6187623867518734
2020-06-16,274.191,268.34299999999996,253.17600000000002,245.9423,235.27745,270.70692708600734,264.827115397476,57.04245224180808,5.879811688531333,7.238093788640872,-1.3582821001095384
2020-06-17,273.435,269.398,254.0932,246.1363,235.57465,271.37047676508314,265.5821438865519,57.320191207993204,5.788332878531264,6.948141606618951,-1.159808728087687
2020-06-18,273.321,270.329,255.0168,246.334,235.8834,271.9119418781473,266.2716147097703,57.210012024451096,5.6403271683769844,6.6865787189705586,-1.046251550593574
2020-06-19,272.875,271.402,255.99099999999999,246.4844,236.19105000000002,272.4224123584323,266.93519880534285,57.44042632844949,5.487213553089475,6.446705685794343,-0.9594921327048676
2020-06-22,272.351,272.3895,256.6888,246.6434,236.47600000000003,273.06050276482733,267.64888778272484,58.39138383019205,5.411614982102492,6.239687545055973,-0.8280725629534809
2020-06-23,272.556,273.25600000000003,257.60760000000005,246.77559999999997,236.75845,273.6711946471616,268.3437849840045,58.73227214498782,5.327409663157084,6.057231968676195,-0.7298223055191109
2020-06-24,271.429,273.59299999999996,258.163,246.863,236.99925,272.41870316298287,268.1353564666708,48.11858299530761,4.283346696312037,5.702454914203364,-1.4191082178913268
2020-06-25,273.21799999999996,274.162,259.08979999999997,247.0146,237.3228,272.9958257532932,268.73051524691743,56.03494511712947,4.2653105063757835,5.415026032637848,-1.1497155262620646
2020-06-26,273.418,274.2405,259.7752,247.0358,237.60225000000003,272.3780064066327,268.7489955989976,50.43460512328172,3.6290108076350975,5.057822987637298,-1.4288121800022004
2020-06-29,273.308,273.844,260.3702,247.0835,237.8829,271.87523619022767,268.7757366657385,50.53087464625099,3.099499524489147,4.666158295007668,-1.5666587705185213
2020-06-30,273.326,273.7585,261.0754,247.1507,238.19514999999998,272.3144306225003,269.21679320901717,54.633164845128526,3.0976374134831417,4.352454118702763,-1.2548167052196213
2020-07-01,273.663,273.54900000000004,262.078,247.25959999999998,238.52044999999998,273.2491336036541,269.89629000834924,57.12666211703874,3.3528435953048756,4.152532014023186,-0.7996884187183104
2020-07-02,273.975,273.64799999999997,262.84159999999997,247.3554,238.8197,273.9815745877073,270.4973055632863,56.777734241477006,3.484269024420996,4.018879416102749,-0.5346103916817526
2020-07-06,274.817,273.846,263.7146,247.48199999999997,239.15415000000002,275.4690246511369,271.4715792252651,60.62213918791459,3.997445425871831,4.014592618056565,-0.017147192184734372
2020-07-07,275.697,274.024,264.51800000000003,247.6016,239.49814999999998,276.9922516278851,272.50109187524544,61.73978208797067,4.491159752639646,4.109906044973181,0.38125370766646505
2020-07-08,277.418,274.98699999999997,265.3116,247.81629999999998,239.89895,279.64575137744123,274.111381365968,66.94944431194232,5.534370011473243,4.394798838273194,1.139571173200049
2020-07-09,280.294,275.8615,266.1568,247.9809,240.29350000000002,281.89871270398874,275.6060938573778,66.97674119899935,6.292618846610935,4.774362839940743,1.5182560066701924
2020-07-10,281.969,277.5935,266.91560000000004,248.10330000000002,240.7052,283.59429536491353,276.88860542349795,65.38329857538254,6.705689941415585,5.160628260235711,1.5450616811798739
2020-07-13,283.64700000000005,278.53249999999997,267.7528,248.1078,241.06535000000002,283.92748069338836,277.5457457624981,57.66217386636497,6.381734930890275,5.404849594366624,0.976885336523651
2020-07-14,285.86,279.58399999999995,268.7408,248.2315,241.45565000000002,285.0524836636363,278.560134965276,61.41756828114662,6.492348698360274,5.622349415165354,0.8699992831949199
2020-07-15,287.739,280.5325,269.7034,248.4484,241.89385,286.3551784846153,279.66827311599627,62.89235548355371,6.686905368619023,5.835260605856088,0.8516447627629349
